type,uuid,fullName,pureName,author,fullTitleCache,RANK,taxon,treeIndex
Taxon,88488fb5-4ca9-4931-af7a-ebdc18bd7e5a,Cereus lanuginosus var. aureus Pfeiff.,Cereus lanuginosus var. aureus,Pfeiff.,"Cereus lanuginosus var. aureus Pfeiff., Enum. Diagn. Cact.: 78. 1837",Variety,Cereus lanuginosus var. aureus Pfeiff. sec. WFO 2019,#t42#33819#33820#33837#11495#24019#
Taxon,a978734b-5ffc-4125-ba41-097dc9697596,Cereus lanuginosus var. glaucescens Pfeiff.,Cereus lanuginosus var. glaucescens,Pfeiff.,"Cereus lanuginosus var. glaucescens Pfeiff., Enum. Diagn. Cact.: 80. 1837",Variety,Cereus lanuginosus var. glaucescens Pfeiff. sec. WFO 2019,#t42#33819#33820#33837#11495#24020#
Taxon,8faaefd7-7098-47e9-85be-fc0d98487cc8,Cereus lividus var. glaucior Labour.,Cereus lividus var. glaucior,Labour.,"Cereus lividus var. glaucior Labour., Monogr. Cactaceae: 359. 1853",Variety,Cereus lividus var. glaucior Labour. sec. WFO 2019,#t42#33819#33820#33837#11495#24027#
Taxon,ec851441-235b-48e6-b4dc-97d6b4830130,Cereus militaris var. californicus K.Schum.,Cereus militaris var. californicus,K.Schum.,"Cereus militaris var. californicus K.Schum., Gesamtbeschr. Kakt.: 85. 1897–1899",Variety,Cereus militaris var. californicus K.Schum. sec. WFO 2019,#t42#33819#33820#33837#11495#24044#
Taxon,dae52252-debb-4c6f-ab20-00451bcfe983,Cereus mollis var. nigricans Labour.,Cereus mollis var. nigricans,Labour.,"Cereus mollis var. nigricans Labour., Monogr. Cactaceae: 349. 1853",Variety,Cereus mollis var. nigricans Labour. sec. WFO 2019,#t42#33819#33820#33837#11495#24046#
Taxon,aef34065-7cdf-4484-a6cb-93808728d49f,Cereus monstrosus var. minor Woodson,Cereus monstrosus var. minor,Woodson,Cereus monstrosus var. minor Woodson in Monatsschr. Kakteenk. 1: 163. 1891,Variety,Cereus monstrosus var. minor Woodson sec. WFO 2019,#t42#33819#33820#33837#11495#24048#
Taxon,34e38b22-37af-49f0-858f-5477928f563b,Cereus multangularis var. albispinus Salm-Dyck,Cereus multangularis var. albispinus,Salm-Dyck,"Cereus multangularis var. albispinus Salm-Dyck, Hort. Dyck.: 62. 1834",Variety,Cereus multangularis var. albispinus Salm-Dyck sec. WFO 2019,#t42#33819#33820#33837#11495#24052#
Taxon,de779196-62ef-454b-a4aa-545e0863fc70,Cereus multangularis var. prolifer Salm-Dyck,Cereus multangularis var. prolifer,Salm-Dyck,"Cereus multangularis var. prolifer Salm-Dyck, Hort. Dyck.: 62. 1834",Variety,Cereus multangularis var. prolifer Salm-Dyck sec. WFO 2019,#t42#33819#33820#33837#11495#24053#
Taxon,3ff6f1b0-8d1b-4f2b-9d00-380508b82d5a,Cereus myosurus var. tenuior Salm-Dyck,Cereus myosurus var. tenuior,Salm-Dyck,"Cereus myosurus var. tenuior Salm-Dyck, Hort. Dyck.: 65. 1834",Variety,Cereus myosurus var. tenuior Salm-Dyck sec. WFO 2019,#t42#33819#33820#33837#11495#24055#
Taxon,388dc4f2-06cf-492e-98ce-9a813e5afd93,Cereus niger var. gracilior Salm-Dyck,Cereus niger var. gracilior,Salm-Dyck,"Cereus niger var. gracilior Salm-Dyck, Hort. Dyck.: 63. 1834",Variety,Cereus niger var. gracilior Salm-Dyck sec. WFO 2019,#t42#33819#33820#33837#11495#24058#
Taxon,9e714fed-c359-4828-8741-a475028d3d54,Cereus nycticalus var. gracilior Haage ex C.F.Först.,Cereus nycticalus var. gracilior,Haage ex C.F.Först.,"Cereus nycticalus var. gracilior Haage ex C.F.Först., Handb. Cacteenk.: 416. 1846",Variety,Cereus nycticalus var. gracilior Haage ex C.F.Först. sec. WFO 2019,#t42#33819#33820#33837#11495#24065#
Taxon,14bce049-38f0-4c4f-88c1-4853c0b598fc,Cereus nycticalus var. maximiliani Arendt,Cereus nycticalus var. maximiliani,Arendt,Cereus nycticalus var. maximiliani Arendt in Monatsschr. Kakteenk. 1: 58. 1891,Variety,Cereus nycticalus var. maximiliani Arendt sec. WFO 2019,#t42#33819#33820#33837#11495#24066#
Taxon,6f949ea0-113d-4a10-a380-7a0d7eeea9e4,Cereus nycticalus var. peanii Bég.,Cereus nycticalus var. peanii,Bég.,Cereus nycticalus var. peanii Bég. in Boll. Reale Orto Bot. Palermo 8: 252. 1909,Variety,Cereus nycticalus var. peanii Bég. sec. WFO 2019,#t42#33819#33820#33837#11495#24073#
Taxon,6f2a9517-20fd-41ca-b63c-562d6c7f9bec,Cereus pitajaya var. variabilis Weing.,Cereus pitajaya var. variabilis,Weing.,Cereus pitajaya var. variabilis Weing. in Monatsschr. Kakteenk. 16: 158. 1906,Variety,Cereus pitajaya var. variabilis Weing. sec. ???,#t42#33819#33820#33837#11499#24089#
Taxon,33c78da1-9f7a-4bef-b943-b4e9337620f8,Cereus serpentinus var. strictior Walp.,Cereus serpentinus var. strictior,Walp.,"Cereus serpentinus var. strictior Walp., Repert. Bot. Syst. 2: 278. 1843, nom. nud.",Variety,"Cereus serpentinus var. strictior Walp., nom. nud., sec. Britton & Rose 1920",#t42#33819#33820#33837#11499#24109#
Taxon,a4a11dd4-ee99-4d65-9498-d11e80c6b1b1,Cereus speciosissimus var. albiflorus Rümpler,Cereus speciosissimus var. albiflorus,Rümpler,"Cereus speciosissimus var. albiflorus Rümpler, Handb. Cacteenk., ed. 2: 772. 1885",Variety,Cereus speciosissimus var. albiflorus Rümpler sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24177#
Taxon,12af8d74-777b-49c7-86f2-620bec7ed65f,Cereus speciosissimus var. aurantiacus Pfeiff.,Cereus speciosissimus var. aurantiacus,Pfeiff.,"Cereus speciosissimus var. aurantiacus Pfeiff., Enum. Diagn. Cact.: 122. 1837",Variety,Cereus speciosissimus var. aurantiacus Pfeiff. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24121#
Taxon,54994080-7220-466c-a74b-9b243c949cc9,Cereus speciosissimus var. blindii Haage ex C.F.Först.,Cereus speciosissimus var. blindii,Haage ex C.F.Först.,"Cereus speciosissimus var. blindii Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. blindii Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24146#
Taxon,44a5db7d-9d06-4aad-bd58-f0ca9adef477,Cereus speciosissimus var. bodii Walp.,Cereus speciosissimus var. bodii,Walp.,"Cereus speciosissimus var. bodii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. bodii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24126#
Taxon,f2edb742-dcea-49a0-97c2-5d9a808d66e8,Cereus speciosissimus var. bollwillerianus Walp.,Cereus speciosissimus var. bollwillerianus,Walp.,"Cereus speciosissimus var. bollwillerianus Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. bollwillerianus Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24127#
Taxon,cc1e6502-166c-4675-af10-64b12ee50baa,Cereus speciosissimus var. bowtrianus Walp.,Cereus speciosissimus var. bowtrianus,Walp.,"Cereus speciosissimus var. bowtrianus Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. bowtrianus Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24128#
Taxon,5dd4a9a3-b9f2-48eb-a923-b435dfcc9cef,Cereus speciosissimus var. coccineus Rümpler,Cereus speciosissimus var. coccineus,Rümpler,"Cereus speciosissimus var. coccineus Rümpler, Handb. Cacteenk., ed. 2: 773. 1885",Variety,Cereus speciosissimus var. coccineus Rümpler sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24178#
Taxon,59c83e59-6c6e-440c-81d2-ddf7b5df017a,Cereus speciosissimus var. colmariensis Haage ex C.F.Först.,Cereus speciosissimus var. colmariensis,Haage ex C.F.Först.,"Cereus speciosissimus var. colmariensis Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. colmariensis Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24147#
Taxon,43178372-8f23-4824-b950-7e9b3f593cc2,Cereus speciosissimus var. curtisii Walp.,Cereus speciosissimus var. curtisii,Walp.,"Cereus speciosissimus var. curtisii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. curtisii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24129#
Taxon,38616071-585a-4287-8a88-6b153df73ed5,Cereus speciosissimus var. danielsii Haage ex C.F.Först.,Cereus speciosissimus var. danielsii,Haage ex C.F.Först.,"Cereus speciosissimus var. danielsii Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. danielsii Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24148#
Taxon,86d4b0ff-6ca5-4ce2-95af-039dee04e518,Cereus speciosissimus var. devauxii Pfeiff.,Cereus speciosissimus var. devauxii,Pfeiff.,"Cereus speciosissimus var. devauxii Pfeiff., Enum. Diagn. Cact.: 121. 1837",Variety,Cereus speciosissimus var. devauxii Pfeiff. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24122#
Taxon,caa7f2ca-f13e-4e09-97bb-3746148efb2a,Cereus speciosissimus var. edesii Booth ex C.F.Först.,Cereus speciosissimus var. edesii,Booth ex C.F.Först.,"Cereus speciosissimus var. edesii Booth ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. edesii Booth ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24150#
Taxon,00f81cf3-d265-4dec-a55b-95b56c54d3e1,Cereus speciosissimus var. elegans Booth ex C.F.Först.,Cereus speciosissimus var. elegans,Booth ex C.F.Först.,"Cereus speciosissimus var. elegans Booth ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. elegans Booth ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24151#
Taxon,9be1ae3d-b6a2-44af-8edd-d6712a2343db,Cereus speciosissimus var. eugenia Walp.,Cereus speciosissimus var. eugenia,Walp.,"Cereus speciosissimus var. eugenia Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. eugenia Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24131#
Taxon,a76dc590-c0e2-4c80-89b0-4a61a590291e,Cereus speciosissimus var. finkii Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. finkii,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. finkii Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. finkii Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24152#
Taxon,99cdfba1-51a5-43ff-a779-273e382363ff,Cereus speciosissimus var. gebvillerianus Haage ex C.F.Först.,Cereus speciosissimus var. gebvillerianus,Haage ex C.F.Först.,"Cereus speciosissimus var. gebvillerianus Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. gebvillerianus Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24154#
Taxon,02359d75-8faf-4102-9b8e-f6d532a0f956,Cereus speciosissimus var. gloriosus Haage ex C.F.Först.,Cereus speciosissimus var. gloriosus,Haage ex C.F.Först.,"Cereus speciosissimus var. gloriosus Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. gloriosus Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24155#
Taxon,31dc7693-ebdc-400f-a980-8f6de4d86b53,Cereus speciosissimus var. grandiflorus Pfeiff.,Cereus speciosissimus var. grandiflorus,Pfeiff.,"Cereus speciosissimus var. grandiflorus Pfeiff., Enum. Diagn. Cact.: 122. 1837",Variety,Cereus speciosissimus var. grandiflorus Pfeiff. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24123#
Taxon,c90ae117-5031-4314-ac9e-459fec5a385a,Cereus speciosissimus var. guillardieri Walp.,Cereus speciosissimus var. guillardieri,Walp.,"Cereus speciosissimus var. guillardieri Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. guillardieri Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24132#
Taxon,249c603d-e043-4b0a-b758-a81dd823a25e,Cereus speciosissimus var. hansii Baumann ex C.F.Först.,Cereus speciosissimus var. hansii,Baumann ex C.F.Först.,"Cereus speciosissimus var. hansii Baumann ex C.F.Först., Handb. Cacteenk., ed. 2: 773. 1885",Variety,Cereus speciosissimus var. hansii Baumann ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24179#
Taxon,6c97d5d4-bc1e-4f80-94d8-4ff9014813a1,Cereus speciosissimus var. hitchensii Haage ex C.F.Först.,Cereus speciosissimus var. hitchensii,Haage ex C.F.Först.,"Cereus speciosissimus var. hitchensii Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. hitchensii Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24159#
Taxon,08ebe619-3a5a-4081-aaca-1ba4fc2ff036,Cereus speciosissimus var. hoveyi Rümpler,Cereus speciosissimus var. hoveyi,Rümpler,"Cereus speciosissimus var. hoveyi Rümpler, Handb. Cacteenk., ed. 2: 772. 1885",Variety,Cereus speciosissimus var. hoveyi Rümpler sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24180#
Taxon,85a112a4-a957-467a-98ec-2c68ecfe57e5,Cereus speciosissimus var. ignescens Walp.,Cereus speciosissimus var. ignescens,Walp.,"Cereus speciosissimus var. ignescens Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. ignescens Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24130#
Taxon,20541440-66ff-4892-8418-10dc35fa43f4,Cereus speciosissimus var. jenkinsonii (Sweet) Pfeiff.,Cereus speciosissimus var. jenkinsonii,(Sweet) Pfeiff.,"Cereus speciosissimus var. jenkinsonii (Sweet) Pfeiff., Enum. Diagn. Cact.: 121. 1837",Variety,Cereus speciosissimus var. jenkinsonii (Sweet) Pfeiff. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24124#
Taxon,a2adc01c-78d0-45ad-8c0e-1a7e3556c079,Cereus speciosissimus var. kampmannii Haage ex C.F.Först.,Cereus speciosissimus var. kampmannii,Haage ex C.F.Först.,"Cereus speciosissimus var. kampmannii Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. kampmannii Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24160#
Taxon,435d64da-ac88-491f-9209-265fae9f399a,Cereus speciosissimus var. kiardii Walp.,Cereus speciosissimus var. kiardii,Walp.,"Cereus speciosissimus var. kiardii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. kiardii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24133#
Taxon,2ec9ba93-6567-4019-acd4-a18a5ba5668d,Cereus speciosissimus var. kobii Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. kobii,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. kobii Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. kobii Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24161#
Taxon,fc6be710-cd60-41ef-b1cd-0a803c1b7f2c,Cereus speciosissimus var. lateritius Pfeiff.,Cereus speciosissimus var. lateritius,Pfeiff.,"Cereus speciosissimus var. lateritius Pfeiff., Enum. Diagn. Cact.: 121. 1837",Variety,Cereus speciosissimus var. lateritius Pfeiff. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24125#
Taxon,c47338a8-c40b-40d3-9daf-1d63d1720f36,Cereus speciosissimus var. latifrons Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. latifrons,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. latifrons Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. latifrons Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24162#
Taxon,4e1b25d4-7cd6-472d-99ce-f1bb3eadfea6,Cereus speciosissimus var. longipes Walp.,Cereus speciosissimus var. longipes,Walp.,"Cereus speciosissimus var. longipes Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. longipes Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24135#
Taxon,b4a8cdc7-ac1a-4b34-9521-ce870a7a3040,Cereus speciosissimus var. lothii Walp.,Cereus speciosissimus var. lothii,Walp.,"Cereus speciosissimus var. lothii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. lothii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24134#
Taxon,1c304a23-f56d-498e-815e-41cb36db94c7,Cereus speciosissimus var. loudonii Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. loudonii,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. loudonii Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. loudonii Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24163#
Taxon,dfbb6c8e-02a0-4f4b-bd76-5b4407bfb6b4,Cereus speciosissimus var. macqueanus Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. macqueanus,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. macqueanus Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. macqueanus Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24164#
Taxon,77d59501-b0c2-444d-84d7-2de5d7900c10,Cereus speciosissimus var. maelenii Walp.,Cereus speciosissimus var. maelenii,Walp.,"Cereus speciosissimus var. maelenii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. maelenii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24136#
Taxon,77f35ae3-fa2f-4110-85b4-7ea45f96bd83,Cereus speciosissimus var. maurantianus Booth ex C.F.Först.,Cereus speciosissimus var. maurantianus,Booth ex C.F.Först.,"Cereus speciosissimus var. maurantianus Booth ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. maurantianus Booth ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24165#
Taxon,a457493c-635c-46be-9752-1d426890f6d5,Cereus speciosissimus var. merckii Booth ex C.F.Först.,Cereus speciosissimus var. merckii,Booth ex C.F.Först.,"Cereus speciosissimus var. merckii Booth ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. merckii Booth ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24166#
Taxon,3fb08ad0-d3fd-44bd-93f8-5590a61042af,Cereus speciosissimus var. mexicanus Salm-Dyck ex Walp.,Cereus speciosissimus var. mexicanus,Salm-Dyck ex Walp.,"Cereus speciosissimus var. mexicanus Salm-Dyck ex Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. mexicanus Salm-Dyck ex Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24120#
Taxon,b78654e4-89c8-47f2-92fc-0de6170a4642,Cereus speciosissimus var. mittleri Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. mittleri,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. mittleri Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. mittleri Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24168#
Taxon,34dac2f3-13ee-4f25-b64f-f021138dedbc,Cereus speciosissimus var. muhlhausianus Haage ex C.F.Först.,Cereus speciosissimus var. muhlhausianus,Haage ex C.F.Först.,"Cereus speciosissimus var. muhlhausianus Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. muhlhausianus Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24169#
Taxon,b2f1fdd7-6466-42fd-bbb2-1f8fbbd4f130,Cereus speciosissimus var. peacocki Rümpler,Cereus speciosissimus var. peacocki,Rümpler,"Cereus speciosissimus var. peacocki Rümpler, Handb. Cacteenk., ed. 2: 772. 1885",Variety,Cereus speciosissimus var. peacocki Rümpler sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24181#
Taxon,09ebe3ec-c7a8-4319-aa11-ce1b80399469,Cereus speciosissimus var. peintneri Haage ex C.F.Först.,Cereus speciosissimus var. peintneri,Haage ex C.F.Först.,"Cereus speciosissimus var. peintneri Haage ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. peintneri Haage ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24170#
Taxon,9381a5f8-cf9f-4cb8-8c23-a574342acf5f,Cereus speciosissimus var. rintzii Salm-Dyck ex C.F.Först.,Cereus speciosissimus var. rintzii,Salm-Dyck ex C.F.Först.,"Cereus speciosissimus var. rintzii Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. rintzii Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24171#
Taxon,0c3ed99b-42e2-469e-be5d-90c2d0e81b00,Cereus speciosissimus var. roidii Walp.,Cereus speciosissimus var. roidii,Walp.,"Cereus speciosissimus var. roidii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. roidii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24137#
Taxon,50da07db-5578-4b09-8fe3-c89d5ee76ddb,Cereus speciosissimus var. sarniensis Walp.,Cereus speciosissimus var. sarniensis,Walp.,"Cereus speciosissimus var. sarniensis Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. sarniensis Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24138#
Taxon,e14471db-4e4d-48f7-aab1-156fce679e97,Cereus speciosissimus var. seidelii Booth ex C.F.Först.,Cereus speciosissimus var. seidelii,Booth ex C.F.Först.,"Cereus speciosissimus var. seidelii Booth ex C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. seidelii Booth ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24172#
Taxon,c8d7d776-f8d8-4aec-950a-2a1995596cbf,Cereus speciosissimus var. seitzii C.F.Först.,Cereus speciosissimus var. seitzii,C.F.Först.,"Cereus speciosissimus var. seitzii C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. seitzii C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24173#
Taxon,a66f4c77-f5f3-4748-9b9a-c29617642eba,Cereus speciosissimus var. selloii C.F.Först.,Cereus speciosissimus var. selloii,C.F.Först.,"Cereus speciosissimus var. selloii C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. selloii C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24174#
Taxon,2220246d-d253-4a30-ae5b-03a490f67f7e,Cereus speciosissimus var. smithii C.F.Först.,Cereus speciosissimus var. smithii,C.F.Först.,"Cereus speciosissimus var. smithii C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. smithii C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24175#
Taxon,e72df85b-38ec-4e7f-b344-8309c013a679,Cereus speciosissimus var. superbus Walp.,Cereus speciosissimus var. superbus,Walp.,"Cereus speciosissimus var. superbus Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. superbus Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24139#
Taxon,0ae6afa8-e641-4b95-8efa-e903b366ebe3,Cereus speciosissimus var. suwaroffi Walp.,Cereus speciosissimus var. suwaroffi,Walp.,"Cereus speciosissimus var. suwaroffi Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. suwaroffi Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24140#
Taxon,4dd18cd7-7714-4152-bc68-fdd5a57e3c66,Cereus speciosissimus var. triumphans C.F.Först.,Cereus speciosissimus var. triumphans,C.F.Först.,"Cereus speciosissimus var. triumphans C.F.Först., Handb. Cacteenk.: 428. 1846",Variety,Cereus speciosissimus var. triumphans C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24176#
Taxon,e0aba3b2-b993-4aec-9ea9-f855bc353453,Cereus speciosissimus var. unduliflorus Walp.,Cereus speciosissimus var. unduliflorus,Walp.,"Cereus speciosissimus var. unduliflorus Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. unduliflorus Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24143#
Taxon,4f7507c0-3bde-4723-99fa-e90d7237f00d,Cereus speciosissimus var. vandesii Walp.,Cereus speciosissimus var. vandesii,Walp.,"Cereus speciosissimus var. vandesii Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. vandesii Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24144#
Taxon,946eedd3-c764-493a-ad01-ab38de360d6d,Cereus speciosissimus var. vitellinus Walp.,Cereus speciosissimus var. vitellinus,Walp.,"Cereus speciosissimus var. vitellinus Walp., Repert. Bot. Syst. 2: 278. 1843",Variety,Cereus speciosissimus var. vitellinus Walp. sec. Britton & Rose 1920,#t42#33819#33820#33837#23243#24119#
Taxon,7d8ca801-e574-4044-b9c3-166dad089b8d,Cereus spinibarbis var. minor Monv. ex Labour.,Cereus spinibarbis var. minor,Monv. ex Labour.,"Cereus spinibarbis var. minor Monv. ex Labour., Monogr. Cact.: 334. 1853",Variety,Cereus spinibarbis var. minor Monv. ex Labour. sec. Korotkova 2021,#t42#33819#33820#33837#11499#28692#
Taxon,1b1fecca-5639-4494-844c-41248a0ff4cd,Cereus spinibarbis var. purpureus Monv. ex Labour.,Cereus spinibarbis var. purpureus,Monv. ex Labour.,"Cereus spinibarbis var. purpureus Monv. ex Labour., Monogr. Cact.: 334. 1853",Variety,Cereus spinibarbis var. purpureus Monv. ex Labour. sec. Korotkova & al. 2021,#t42#33819#33820#33837#11499#28693#
Taxon,65cc71e9-aa39-4b52-a126-bd4e60189981,Cereus subintortus var. flavispinus Salm-Dyck ex C.F.Först.,Cereus subintortus var. flavispinus,Salm-Dyck ex C.F.Först.,"Cereus subintortus var. flavispinus Salm-Dyck ex C.F.Först., Handb. Cacteenk.: 381. 1846",Variety,Cereus subintortus var. flavispinus Salm-Dyck ex C.F.Först. sec. Britton & Rose 1920,#t42#33819#33820#33837#11499#24187#
Taxon,e9c001b7-2b06-42df-8c32-5a7d7bdfbfa5,Cereus trigonus var. quadrangularis Haw.,Cereus trigonus var. quadrangularis,Haw.,"Cereus trigonus var. quadrangularis Haw., Syn. Pl. Succ.: 181. 1812",Variety,Cereus trigonus var. quadrangularis Haw. sec. Britton & Rose 1920,#t42#33819#33820#33837#11499#24202#
