type,uuid,fullName,pureName,author,fullTitleCache,RANK,taxon,treeIndex
Taxon,91f98c54-54e9-48cb-b219-e18b3094c514,×Myrtillenocereus G.D.Rowley,×Myrtillenocereus,G.D.Rowley,×Myrtillenocereus G.D.Rowley in Natl. Cact. Succ. J. 37: 78. 1982,Genus,×Myrtillenocereus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27920#
Taxon,06509776-2534-4c12-8e7a-b94fd0ec17e5,×Myrtocereus Mottram,×Myrtocereus,Mottram,"×Myrtocereus Mottram, Contr. New Classific. Cact. Fam.: 59. 1990",Genus,×Myrtocereus Mottram sec. ???,#t42#33819#33820#33837#23243#28047#
Taxon,b50d58f4-f9ff-4c1a-a706-68d4270ac3a1,×Nogginsia M.H.J.van der Meer,×Nogginsia,M.H.J.van der Meer,×Nogginsia M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 4. 2019,Genus,×Nogginsia M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40685#
Taxon,3c9380d4-b67a-4f4a-8568-862df7dfad13,×Nopalxalis Süpplie,×Nopalxalis,Süpplie,×Nopalxalis Süpplie in Succulenta (Netherlands) 67: 141. 1988,Genus,×Nopalxalis Süpplie sec. ???,#t42#33819#33820#33837#23243#28046#
Taxon,d8410cee-580f-430b-8c90-aa342be717b9,×Notolobivia P.V.Heath,×Notolobivia,P.V.Heath,×Notolobivia P.V.Heath in Calyx 1: 122. 1992,Genus,×Notolobivia P.V.Heath sec. ???,#t42#33819#33820#33837#23243#27921#
Taxon,86eed49a-280c-4edf-84d2-8f93abef7375,×Nyctocephalocereus Mottram,×Nyctocephalocereus,Mottram,"×Nyctocephalocereus Mottram, Contr. New Classific. Cact. Fam.: 62. 1990",Genus,×Nyctocephalocereus Mottram sec. ???,#t42#33819#33820#33837#23243#27922#
Taxon,ad081430-988a-4980-8eba-46333f4889f8,×Opulea M.H.J.van der Meer,×Opulea,M.H.J.van der Meer,×Opulea M.H.J.van der Meer in Cact. Phantast. 2019(3)-3: 28. 2019,Genus,×Opulea M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40671#
Taxon,08ce8ef4-cfd0-4446-901f-0328653296f3,×Opuntara M.H.J.van der Meer,×Opuntara,M.H.J.van der Meer,×Opuntara M.H.J.van der Meer in Cact. Phantast. 2018(1): 6. 2018,Genus,×Opuntara M.H.J.van der Meer sec. van der Meer 2018,#t42#33819#33820#33837#23243#40662#
Taxon,0bf03a0f-b66a-421d-95fe-3412eb16bcbf,×Oreobivia M.Lowry,×Oreobivia,M.Lowry,×Oreobivia M.Lowry in Brit. Cact. Succ. J. 18: 216. 2000,Genus,×Oreobivia M.Lowry sec. ???,#t42#33819#33820#33837#23243#28045#
Taxon,23a8ea16-e01c-415b-9ec0-42aeab28d9ba,×Oreocana P.V.Heath,×Oreocana,P.V.Heath,×Oreocana P.V.Heath in Calyx 1: 123. 1992,Genus,×Oreocana P.V.Heath sec. ???,#t42#33819#33820#33837#23243#27923#
Taxon,28e66dee-1598-4d18-8714-3f5952882f95,"×Oreokersia Hans, H.Kellner & Axel Neumann",×Oreokersia,"Hans, H.Kellner & Axel Neumann","×Oreokersia Hans, H.Kellner & Axel Neumann, Hybridenbuch: 265. 2012",Genus,"×Oreokersia Hans, H.Kellner & Axel Neumann sec. ???",#t42#33819#33820#33837#23243#28044#
Taxon,2dc3daf0-941b-4d0e-bcd7-e1dde4592e71,×Oreonopsis G.D.Rowley,×Oreonopsis,G.D.Rowley,×Oreonopsis G.D.Rowley in Bradleya 12: 6. 1994,Genus,×Oreonopsis G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27924#
Taxon,a67e566e-1297-4c09-a45b-1f919fafee14,×Oreotrichocereus P.V.Heath,×Oreotrichocereus,P.V.Heath,×Oreotrichocereus P.V.Heath in Calyx 1: 125. 1992,Genus,×Oreotrichocereus P.V.Heath sec. ???,#t42#33819#33820#33837#23243#27925#
Taxon,e14c235b-01cf-49f5-b3e3-a4dceee9489d,×Ortegopuntia Tóth,×Ortegopuntia,Tóth,"×Ortegopuntia Tóth, Debreceni Pozsgás-Tar 2012(1): 50. 2012",Genus,×Ortegopuntia Tóth sec. ???,#t42#33819#33820#33837#23243#27858#
Taxon,f3e2f8dd-2010-4a3e-b2ed-e71211df4c81,×Pachebergia S.Arias & Terrazas,×Pachebergia,S.Arias & Terrazas,×Pachebergia S.Arias & Terrazas in Revista Mex. Biodivers. 79: 26. 2008,Genus,×Pachebergia S.Arias & Terrazas sec. ???,#t42#33819#33820#33837#23243#22031#
Taxon,fcd28474-83ed-4dbb-95d4-eceadeab9693,×Pacherocactus G.D.Rowley,×Pacherocactus,G.D.Rowley,×Pacherocactus G.D.Rowley in Natl. Cact. Succ. J. 37: 78. 1982,Genus,×Pacherocactus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#21719#
Taxon,3c247ca4-965e-4c61-bb0d-d6bfebc01c87,×Pachgerocereus Moran,×Pachgerocereus,Moran,×Pachgerocereus Moran in Cact. Succ. J. (Los Angeles) 34: 93. 1962,Genus,×Pachgerocereus Moran sec. ???,#t42#33819#33820#33837#23243#23275#
Taxon,d5e45496-44d9-4b20-b48b-916ca0a3f425,×Parrybergia Doweld,×Parrybergia,Doweld,×Parrybergia Doweld in Sukkulenty 8: 17. 2005,Genus,×Parrybergia Doweld sec. ???,#t42#33819#33820#33837#23243#28043#
Taxon,48664868-3f53-4dea-8270-44d896d55e95,×Petersenara P.V.Heath,×Petersenara,P.V.Heath,×Petersenara P.V.Heath in Calyx 1: 86. 1992,Genus,×Petersenara P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28042#
Taxon,261e548b-edb8-45d6-b4b4-de59bedb8bb8,×Phyllocereus Miq.,×Phyllocereus,Miq.,×Phyllocereus Miq. in Bull. Sc. Phys. et Nat. Brux.: 112. 1839,Genus,×Phyllocereus Miq. sec. ???,#t42#33819#33820#33837#23243#22032#
Taxon,3a31024c-a0ca-44f3-ae3a-cbf2294ecd6c,×Pilodisocactus G.D.Rowley,×Pilodisocactus,G.D.Rowley,×Pilodisocactus G.D.Rowley in CactusWorld 32: 26. 2014,Genus,×Pilodisocactus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27926#
Taxon,82fb1760-2202-45c9-8bf7-97ced2d44aac,×Polascontria Y.Cruz & S.Vázquez,×Polascontria,Y.Cruz & S.Vázquez,×Polascontria Y.Cruz & S.Vázquez in Phytotaxa 295(2): 151. 2017,Genus,×Polascontria Y.Cruz & S.Vázquez sec. Kew 2019,#t42#33819#33820#33837#23243#27079#
Taxon,9f350f09-eae3-45e6-9b14-f3052641f6bd,×Prillea M.H.J.van der Meer,×Prillea,M.H.J.van der Meer,×Prillea M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 4. 2019,Genus,×Prillea M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40686#
Taxon,d272a69f-0f6c-4195-a0c4-5afeab965efa,×Pseudocereus P.V.Heath,×Pseudocereus,P.V.Heath,×Pseudocereus P.V.Heath in Calyx 1: 106. 1992,Genus,×Pseudocereus P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28041#
Taxon,c426c98e-a948-44a5-83ac-a32305eec499,×Pseudocladodia P.V.Heath,×Pseudocladodia,P.V.Heath,×Pseudocladodia P.V.Heath in Calyx 1: 121. 1992,Genus,×Pseudocladodia P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28040#
Taxon,024bb39b-989a-4ae3-b864-7c19417ed3f5,×Rapicarpus M.H.J.van der Meer,×Rapicarpus,M.H.J.van der Meer,×Rapicarpus M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 5. 2019,Genus,×Rapicarpus M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40687#
Taxon,8602cfd9-5403-49e7-b2e0-d35d74aa36cb,×Rathbunillocactus Mottram,×Rathbunillocactus,Mottram,"×Rathbunillocactus Mottram, Contr. New Classific. Cact. Fam.: 73. 1990",Genus,×Rathbunillocactus Mottram sec. ???,#t42#33819#33820#33837#23243#23234#
Taxon,a7d20754-93db-49a3-a82e-9779e9b9ada4,×Raustoa M.H.J.van der Meer,×Raustoa,M.H.J.van der Meer,×Raustoa M.H.J.van der Meer in Cact. Phantast. 2019(3)-3: 30. 2019,Genus,×Raustoa M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40675#
Taxon,5e18cc03-8175-4342-9861-9285027ff03a,×Rhipsaliphyllum Mottram,×Rhipsaliphyllum,Mottram,"×Rhipsaliphyllum Mottram in Cactician 4: 291. 2016 [""2014""]",Genus,×Rhipsaliphyllum Mottram sec. ???,#t42#33819#33820#33837#23243#27927#
Taxon,b8ce774c-6691-483e-84e2-42e72ff93119,×Rowleyara P.V.Heath,×Rowleyara,P.V.Heath,×Rowleyara P.V.Heath in Calyx 1: 36. 1992,Genus,×Rowleyara P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28038#
Taxon,a89357ca-ed60-49a7-b516-fad09bd1413f,×Schlumbephyllum Süpplie ex Doweld,×Schlumbephyllum,Süpplie ex Doweld,"×Schlumbephyllum Süpplie ex Doweld in Sukkulenty 4: 37. 2002 [""2001""]",Genus,×Schlumbephyllum Süpplie ex Doweld sec. ???,#t42#33819#33820#33837#23243#27930#
Taxon,9d04a3b5-09a6-47d7-adb2-31d762c273d3,×Schlumbergopsis P.V.Heath,×Schlumbergopsis,P.V.Heath,×Schlumbergopsis P.V.Heath in Calyx 1: 127. 1992,Genus,×Schlumbergopsis P.V.Heath sec. ???,#t42#33819#33820#33837#23243#27288#
Taxon,7c05b400-3ae7-4db2-b940-d21e88b8940d,×Schlumisocactus Süpplie ex Doweld,×Schlumisocactus,Süpplie ex Doweld,"×Schlumisocactus Süpplie ex Doweld in Sukkulenty 4: 37. 2002 [""2001""]",Genus,×Schlumisocactus Süpplie ex Doweld sec. ???,#t42#33819#33820#33837#23243#27929#
Taxon,1d289b4c-ef92-4d63-8014-c5a363150bad,×Sclerinocereus G.D.Rowley,×Sclerinocereus,G.D.Rowley,"×Sclerinocereus G.D.Rowley, Teratopia: 280. 2006",Genus,×Sclerinocereus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27931#
Taxon,71fc7469-d00d-402d-9bdc-25b53c4129e3,×Seleliocereus Guillaumin,×Seleliocereus,Guillaumin,"×Seleliocereus Guillaumin in Guides Coll. Pl. Viv. Mus. Nation. Hist. Nat., Paris 4(2): 51. 1937",Genus,×Seleliocereus Guillaumin sec. ???,#t42#33819#33820#33837#23243#22033#
Taxon,a709de44-7cfa-478e-aeb0-be98fc11cfc7,×Selenara M.H.J.van der Meer,×Selenara,M.H.J.van der Meer,×Selenara M.H.J.van der Meer in Cact. Phantast. 2018(1): 6. 2018,Genus,×Selenara M.H.J.van der Meer sec. van der Meer 2018,#t42#33819#33820#33837#23243#40663#
Taxon,1d70b256-e1df-4ea6-8ce7-67febc0f92aa,×Selenbergera M.H.J.van der Meer,×Selenbergera,M.H.J.van der Meer,×Selenbergera M.H.J.van der Meer in Cact. Phantast. 2018(1): 7. 2018,Genus,×Selenbergera M.H.J.van der Meer sec. van der Meer 2018,#t42#33819#33820#33837#23243#40664#
Taxon,8627e58c-3c5a-4026-8fe2-a0cbc33bdf49,×Seleniaporus G.D.Rowley,×Seleniaporus,G.D.Rowley,×Seleniaporus G.D.Rowley in Epiphytes 4(13): 13. 1972,Genus,×Seleniaporus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27946#
Taxon,7e67307b-d1ce-4608-84ef-5b55bf62d81a,×Seleniopsis G.D.Rowley,×Seleniopsis,G.D.Rowley,×Seleniopsis G.D.Rowley in Cactaceae Syst. Init. 18: 13. 2004,Genus,×Seleniopsis G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27932#
Taxon,2caa8a93-270a-4247-b0ca-7fd506039735,×Seleniphylchia Süpplie,×Seleniphylchia,Süpplie,×Seleniphylchia Süpplie in Succulenta (Netherlands) 67: 258. 1988,Genus,×Seleniphylchia Süpplie sec. ???,#t42#33819#33820#33837#23243#28037#
Taxon,27fbcea8-90ec-4ca0-82eb-556e8e6bdbd5,×Seleniphyllum G.D.Rowley,×Seleniphyllum,G.D.Rowley,"×Seleniphyllum G.D.Rowley in Backeberg, Cactaceae 6: 3557. 1962",Genus,×Seleniphyllum G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#22034#
Taxon,bc667eba-b31e-47d6-911c-113d7e4751ae,×Seleniporocactus G.D.Rowley,×Seleniporocactus,G.D.Rowley,×Seleniporocactus G.D.Rowley in Natl. Cact. Succ. J. 37: 79. 1982,Genus,×Seleniporocactus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27938#
Taxon,cbdc930f-1811-4a3c-a3ac-cc568fd7b620,×Selenirisia G.D.Rowley,×Selenirisia,G.D.Rowley,×Selenirisia G.D.Rowley in Natl. Cact. Succ. J. 37: 79. 1982,Genus,×Selenirisia G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27939#
Taxon,f4019ded-4aee-4263-92b4-963d2a3e1fee,×Selenochia G.D.Rowley,×Selenochia,G.D.Rowley,×Selenochia G.D.Rowley in Natl. Cact. Succ. J. 37: 79. 1982,Genus,×Selenochia G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27947#
Taxon,ff72f5a2-d341-4490-9503-997f45c70f39,×Selivia M.H.J.van der Meer,×Selivia,M.H.J.van der Meer,×Selivia M.H.J.van der Meer in Cact. Phantast. 2018(1): 7. 2018,Genus,×Selivia M.H.J.van der Meer sec. van der Meer 2018,#t42#33819#33820#33837#23243#40666#
Taxon,cbd56db3-9f69-4f04-9a73-a60bcd4eb5eb,×Setidenmoza Backeb.,×Setidenmoza,Backeb.,"×Setidenmoza Backeb., Cactaceae 2: 991. 1959",Genus,×Setidenmoza Backeb. sec. ???,#t42#33819#33820#33837#23243#27944#
Taxon,f8ea5ec7-065f-4d96-b7c5-c406a8956fcd,×Stenillocactus P.V.Heath,×Stenillocactus,P.V.Heath,×Stenillocactus P.V.Heath in Calyx 5(3): 102. 1996,Genus,×Stenillocactus P.V.Heath sec. ???,#t42#33819#33820#33837#23243#22035#
Taxon,d14c72ec-e2b1-40be-a042-170ca0103731,×Stenobisnaga Doweld,×Stenobisnaga,Doweld,×Stenobisnaga Doweld in Sukkulenty 8: 16. 2005,Genus,×Stenobisnaga Doweld sec. ???,#t42#33819#33820#33837#23243#28036#
Taxon,e1b20220-0245-4992-a2cd-60d82d7102a8,×Stenolatocereus M.H.J.van der Meer,×Stenolatocereus,M.H.J.van der Meer,×Stenolatocereus M.H.J.van der Meer in Cact. Phantast. 2019(3)-3: 30. 2019,Genus,×Stenolatocereus M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40676#
Taxon,71d0b379-0714-4a2d-8f62-c93883fda15d,×Stenomyrtillus G.D.Rowley,×Stenomyrtillus,G.D.Rowley,"×Stenomyrtillus G.D.Rowley, Name that Succulent: 137. 1980",Genus,×Stenomyrtillus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#28035#
Taxon,14de9c9e-f1c9-47f8-b18a-0e50499fc4a6,×Sulcocalycium P.V.Heath,×Sulcocalycium,P.V.Heath,×Sulcocalycium P.V.Heath in Calyx 1: 118. 1992,Genus,×Sulcocalycium P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28034#
Taxon,b134eec5-1dec-4464-a446-70e738d2524b,×Swartzara M.H.J.van der Meer,×Swartzara,M.H.J.van der Meer,×Swartzara M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 5. 2019,Genus,×Swartzara M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40688#
Taxon,22abbbc3-4eb4-47ac-98e7-291835f973fb,×Thechinocactus Berresf.,×Thechinocactus,Berresf.,×Thechinocactus Berresf. in CactusWorld 32: 214. 2014,Genus,×Thechinocactus Berresf. sec. ???,#t42#33819#33820#33837#23243#27933#
Taxon,5c29737b-71f4-4c91-b11c-f58ebdc9064e,×Thelobergia Hirao,×Thelobergia,Hirao,"×Thelobergia Hirao, Colour Encylc. Cacti: 30. 1979",Genus,×Thelobergia Hirao sec. ???,#t42#33819#33820#33837#23243#27934#
Taxon,10aa83d7-e7cb-474e-9d65-c2eeb8fd1278,×Timmermansara P.V.Heath,×Timmermansara,P.V.Heath,×Timmermansara P.V.Heath in Calyx 1: 104. 1992,Genus,×Timmermansara P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28033#
Taxon,9fa06076-9745-4b9c-9f39-597ac35b91c9,×Trichinovia M.H.J.van der Meer,×Trichinovia,M.H.J.van der Meer,×Trichinovia M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 5. 2019,Genus,×Trichinovia M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40690#
Taxon,fdceb79d-6989-45ff-8e75-6a43f48a49e2,×Trichoechinopsis Backeb.,×Trichoechinopsis,Backeb.,"×Trichoechinopsis Backeb., Cactaceae 2: 1283. 1959, nom. inval.",Genus,"×Trichoechinopsis Backeb., nom. inval., sec. ???",#t42#33819#33820#33837#23243#22003#
Taxon,264817eb-d238-47ff-b38d-04fa9da88b99,×Tricholobiviopsis P.V.Heath,×Tricholobiviopsis,P.V.Heath,×Tricholobiviopsis P.V.Heath in Calyx 1: 111. 1992,Genus,×Tricholobiviopsis P.V.Heath sec. ???,#t42#33819#33820#33837#23243#27935#
Taxon,469546a1-2134-433a-8d15-2c15d713ed34,×Trichomoza Font & Picca,×Trichomoza,Font & Picca,×Trichomoza Font & Picca in Bradleya 19: 59. 2001,Genus,×Trichomoza Font & Picca sec. ???,#t42#33819#33820#33837#23243#22036#
Taxon,e4e14ee6-1d7b-445f-9c21-aaee5a8fdc5d,×Trichopsis Y.Itô,×Trichopsis,Y.Itô,"×Trichopsis Y.Itô, Cactaceae: 638. 1981",Genus,×Trichopsis Y.Itô sec. ???,#t42#33819#33820#33837#23243#27936#
Taxon,78293249-5f6f-4ae9-9373-e127e8acddab,×Trivia M.H.J.van der Meer,×Trivia,M.H.J.van der Meer,×Trivia M.H.J.van der Meer in Cact. Phantast. 2019(4)-1: 6. 2019,Genus,×Trivia M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#23243#40691#
Taxon,fe89c85f-a150-48bb-953c-b83f14b679fb,×Turbiniphora Halda & Malina,×Turbiniphora,Halda & Malina,"×Turbiniphora Halda & Malina in Acta Mus. Richnov., Sect. Nat., 12: 7. 2005",Genus,×Turbiniphora Halda & Malina sec. ???,#t42#33819#33820#33837#23243#22037#
Taxon,5b18c4f2-e616-416c-b721-e05c8c1962fd,×Uebelechinopsis G.D.Rowley,×Uebelechinopsis,G.D.Rowley,"×Uebelechinopsis G.D.Rowley, Teratopia: 101, 280. 2006",Genus,×Uebelechinopsis G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27859#
Taxon,4f7a0ca6-c0b3-4e7d-ab1b-dcf92e808e15,×Weberbostoa G.D.Rowley,×Weberbostoa,G.D.Rowley,×Weberbostoa G.D.Rowley in Bradleya 12: 6. 1994,Genus,×Weberbostoa G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#27937#
Taxon,a94d6789-8a5a-4395-9915-1a8f63c5a4a1,×Weinganopsis G.D.Rowley,×Weinganopsis,G.D.Rowley,×Weinganopsis G.D.Rowley in Bradleya 12: 6. 1994,Genus,×Weinganopsis G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#28032#
Taxon,702a7272-9813-4855-8629-3958acc50f6d,×Weinocalycium P.V.Heath,×Weinocalycium,P.V.Heath,×Weinocalycium P.V.Heath in Calyx 1: 119. 1992,Genus,×Weinocalycium P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28031#
Taxon,297ec5a9-ef00-47c4-bc70-d1c0e37e5f34,×Wessnerara Mordhorst,×Wessnerara,Mordhorst,×Wessnerara Mordhorst in Kakteen And. Sukk. 71(6): 180. 2020,Genus,×Wessnerara Mordhorst sec. ???,#t42#33819#33820#33837#23243#28665#
Taxon,6c9d35e3-6de8-48e7-b558-33952318f5b0,×Worsleyara P.V.Heath,×Worsleyara,P.V.Heath,×Worsleyara P.V.Heath in Calyx 1: 120. 1992,Genus,×Worsleyara P.V.Heath sec. ???,#t42#33819#33820#33837#23243#28030#
Taxon,42bf197c-3e88-45e3-8408-cf1043f8856b,×Yungastocactus G.D.Rowley,×Yungastocactus,G.D.Rowley,×Yungastocactus G.D.Rowley in Brit. Cact. Succ. J. 22: 64. 2004,Genus,×Yungastocactus G.D.Rowley sec. ???,#t42#33819#33820#33837#23243#28029#
Taxon,0f03438e-697b-4c73-bca8-6f9251945890,Austrocactus subg. Austrocactus,Austrocactus subg. Austrocactus,,Austrocactus subg. Austrocactus,Subgenus,Austrocactus subg. Austrocactus sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#41945#
Taxon,8f49207a-8911-4c75-83cf-4b7f54799cda,Austrocactus subg. Spiniflori Luebert,Austrocactus subg. Spiniflori,Luebert,Austrocactus subg. Spiniflori Luebert in Taxon 74(2): 411-412. 2025,Subgenus,Austrocactus subg. Spiniflori Luebert sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#41946#
Taxon,a931ea09-d837-488e-b0c5-6c3f0006a736,Austrocactus sect. Austrocactus,Austrocactus sect. Austrocactus,,Austrocactus sect. Austrocactus,Section bot.,Austrocactus sect. Austrocactus sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#41945#41942#
Taxon,3daf424f-8006-4bdd-be57-2c4ea6103a5f,Austrocactus sect. Coxiani Merkl.,Austrocactus sect. Coxiani,Merkl.,Austrocactus sect. Coxiani Merkl. in Taxon 74(2): 407. 2025,Section bot.,Austrocactus sect. Coxiani Merkl. sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#41945#41944#
Taxon,98ffcbf4-2a64-4bff-9e7b-ddbd9724af8d,Austrocactus sect. Hiberni Böhnert,Austrocactus sect. Hiberni,Böhnert,Austrocactus sect. Hiberni Böhnert in Taxon 74(2): 401. 2025,Section bot.,Austrocactus sect. Hiberni Böhnert sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#41945#41943#
Taxon,a17a81b3-ace0-43c8-a826-1b90689b7cb1,Acanthanthus cactacearum Backeb.,Acanthanthus cactacearum,Backeb.,Acanthanthus cactacearum Backeb. in Cactaceae (Berlin) 1941(2): 76. 1941,Species,Acanthanthus cactacearum Backeb. sec. WFO 2019,#t42#33819#33820#33837#11495#22071#
Taxon,bc699f84-7566-4785-aa91-ca7d9937bd5f,Acanthanthus cactacearum Y.Itô,Acanthanthus cactacearum,Y.Itô,"Acanthanthus cactacearum Y.Itô, Explan. Diagr. Austroechinocactinae: 290. 1957",Species,Acanthanthus cactacearum Y.Itô sec. WFO 2019,#t42#33819#33820#33837#11495#22072#
Taxon,b3b93950-f22f-4490-b57a-5009318c7c3c,Acanthocalycium glaucum F.Ritter,Acanthocalycium glaucum,F.Ritter,Acanthocalycium glaucum F.Ritter in Taxon 13(4): 143. 1964,Species,Acanthocalycium glaucum F.Ritter sec. Hunt 2016,#t42#33819#33820#33837#33839#11100#11395#
Taxon,f516812d-18ac-4d80-a1f8-284f0b625808,Acanthocalycium klimpelianum (Weidlich & Werderm.) Backeb.,Acanthocalycium klimpelianum,(Weidlich & Werderm.) Backeb.,"Acanthocalycium klimpelianum (Weidlich & Werderm.) Backeb., Kaktus-ABC: 225. 1936 [""1935""]",Species,Acanthocalycium klimpelianum (Weidlich & Werderm.) Backeb. sec. Hunt 2016,#t42#33819#33820#33837#33839#11100#33793#
Taxon,18777dfd-26e8-4a8d-97f6-c072840c7e9d,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,Acanthocalycium leucanthum,(Gillies ex Salm-Dyck) Schlumpb.,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb. in Cactaceae Syst. Init. 28: 29. 2012,Species,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb. sec. Schlumpberger 2012,#t42#33819#33820#33837#33839#11100#11102#
Taxon,5d538a77-d53d-4826-baf4-c3fde90a7ed2,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb.,Acanthocalycium rhodotrichum,(K.Schum.) Schlumpb.,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb. in Cactaceae Syst. Init. 28: 29. 2012,Species,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb. sec. Schlumpberger 2012,#t42#33819#33820#33837#33839#11100#11103#
Taxon,e7756f66-e03d-4514-b1f7-79de2d43b38e,Acanthocalycium spiniflorum (K.Schum.) Backeb.,Acanthocalycium spiniflorum,(K.Schum.) Backeb.,"Acanthocalycium spiniflorum (K.Schum.) Backeb., Kaktus-ABC: 226. 1936 [""1935""]",Species,Acanthocalycium spiniflorum (K.Schum.) Backeb. sec. Hunt 2016,#t42#33819#33820#33837#33839#11100#11101#
Taxon,d730c91e-f54a-42d9-8640-ae443e10d731,Acanthocalycium thionanthum (Speg.) Backeb.,Acanthocalycium thionanthum,(Speg.) Backeb.,"Acanthocalycium thionanthum (Speg.) Backeb., Kaktus-ABC: 226. 1936 [""1935""]",Species,Acanthocalycium thionanthum (Speg.) Backeb. sec. Hunt 2016,#t42#33819#33820#33837#33839#11100#11104#
Taxon,78f1e353-6d2d-448a-9998-d951e11073f2,Acanthocereus atropurpureus Gonz.-Zam. & Dan.Sánchez,Acanthocereus atropurpureus,Gonz.-Zam. & Dan.Sánchez,Acanthocereus atropurpureus Gonz.-Zam. & Dan.Sánchez in Phytotaxa 522(2): 132. 2021,Species,Acanthocereus atropurpureus Gonz.-Zam. & Dan.Sánchez sec. González-Zamora & al. 2021,#t42#33819#33820#33837#33839#1173#28935#
Taxon,bca38a24-383a-441b-bc5a-31a5589d6c45,"Acanthocereus canoensis (P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova",Acanthocereus canoensis,"(P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova","Acanthocereus canoensis (P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova in Phytotaxa 327(1): 18. 2017",Species,"Acanthocereus canoensis (P.R.House, Gómez-Hin. & H.M.Hern.) S.Arias & N.Korotkova sec. Korotkova & al. 2017",#t42#33819#33820#33837#33839#1173#10742#
Taxon,c2a95e65-1e6c-479e-868b-e6cbd780892e,Acanthocereus castellae (Sánchez-Mej.) Lodé,Acanthocereus castellae,(Sánchez-Mej.) Lodé,Acanthocereus castellae (Sánchez-Mej.) Lodé in Cact.-Avent. Int. 98(Suppl.): 2. 2013,Species,Acanthocereus castellae (Sánchez-Mej.) Lodé sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#1173#10743#
Taxon,a922d0c5-9a3b-4c2c-9408-cd19d91bcfb7,Acanthocereus chiapensis Bravo,Acanthocereus chiapensis,Bravo,Acanthocereus chiapensis Bravo in Cact. Suc. Mex. 17: 117. 1972,Species,Acanthocereus chiapensis Bravo sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#1173#10744#
Taxon,483be8e5-2861-4a31-a798-cb0f81a5e518,Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé,Acanthocereus cuixmalensis,(Sánchez-Mej.) Lodé,Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé in Cact.-Avent. Int. 98(Suppl.): 2. 2013,Species,Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#1173#10745#
